,dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
1031490,ENSCAFG00000013056,,ENSG00000273154,,ortholog_one2one,17.7419,34.1379
1031727,ENSCAFG00000013008,,ENSG00000101216,,ortholog_one2one,74.4485,76.4151
1031967,ENSCAFG00000013020,,ENSG00000197457,,ortholog_one2one,86.5385,75.3138
1032167,ENSCAFG00000013040,,ENSG00000258366,,ortholog_one2many,68.291,74.3846
1032168,ENSCAFG00000013040,,ENSG00000026036,,ortholog_one2many,44.0678,79.4904
1032394,ENSCAFG00000029380,,ENSG00000243509,,ortholog_one2one,69.1803,70.3333
1032528,ENSCAFG00000030493,,ENSG00000101246,,ortholog_one2one,94.898,92.5373
1032775,ENSCAFG00000031222,,ENSG00000273047,,ortholog_one2many,14.0,50.0
1032776,ENSCAFG00000031222,,ENSG00000203896,,ortholog_one2many,45.6667,46.4407
1032860,ENSCAFG00000013059,,ENSG00000125520,,ortholog_one2one,47.6923,48.062
1032980,ENSCAFG00000013065,,ENSG00000130584,,ortholog_one2one,59.7598,67.5722
1033222,ENSCAFG00000029781,,ENSG00000183260,,ortholog_one2one,74.0741,55.4371
1033388,ENSCAFG00000013072,,ENSG00000101150,,ortholog_one2one,91.2664,91.2664
1033706,ENSCAFG00000013084,,ENSG00000101152,,ortholog_one2one,44.1341,79.798
1034021,ENSCAFG00000013120,,ENSG00000196700,,ortholog_one2one,51.1364,85.7623
1034261,ENSCAFG00000013165,,ENSG00000101161,,ortholog_one2one,94.3357,97.3433
1034504,ENSCAFG00000013129,,ENSG00000130590,,ortholog_one2one,95.0495,95.0495
1034793,ENSCAFG00000047578,,ENSG00000196421,,ortholog_one2one,72.8723,72.4868
1034857,ENSCAFG00000029278,,ENSG00000203883,,ortholog_one2one,63.9847,86.9792
1035038,ENSCAFG00000013179,,ENSG00000171703,,ortholog_one2one,55.2561,68.5619
1035273,ENSCAFG00000030747,,ENSG00000171700,,ortholog_one2one,26.9615,87.0968
1035493,ENSCAFG00000013222,,ENSG00000196132,,ortholog_one2one,86.3636,87.7178
1035818,ENSCAFG00000013261,,ENSG00000203880,,ortholog_one2one,91.0863,90.5817
1036345,ENSCAFG00000005898,,ENSG00000136108,,ortholog_one2one,69.3431,69.5461
1036584,ENSCAFG00000005932,,ENSG00000136100,,ortholog_one2one,73.1959,91.9689
1036840,ENSCAFG00000005940,,ENSG00000136114,,ortholog_one2one,79.6748,80.5164
1037076,ENSCAFG00000005944,,ENSG00000132958,,ortholog_one2many,47.1622,66.8582
1037338,ENSCAFG00000005953,,ENSG00000064666,,ortholog_one2one,50.2632,57.8788
1037509,ENSCAFG00000005955,,ENSG00000102743,,ortholog_one2one,93.6877,93.6877
1037832,ENSCAFG00000005961,,ENSG00000102738,,ortholog_one2one,72.7979,71.1392
1038058,ENSCAFG00000005965,,ENSG00000150907,,ortholog_one2one,95.2599,95.1145
1038351,ENSCAFG00000005979,,ENSG00000133103,,ortholog_one2one,84.0456,89.8021
1038598,ENSCAFG00000005998,,ENSG00000183722,,ortholog_one2one,88.9401,96.5
1038697,ENSCAFG00000005999,,ENSG00000188811,,ortholog_one2one,80.2198,84.1499
1038929,ENSCAFG00000006001,,ENSG00000120685,,ortholog_one2one,87.6452,87.9237
1039177,ENSCAFG00000006012,,ENSG00000133115,,ortholog_one2one,80.7453,89.3471
1039484,ENSCAFG00000006019,,ENSG00000150893,,ortholog_one2one,89.5202,89.492
1039807,ENSCAFG00000006026,,ENSG00000120686,,ortholog_one2one,29.3478,52.4272
1040093,ENSCAFG00000006044,,ENSG00000133107,,ortholog_one2one,98.167,98.167
1040407,ENSCAFG00000006073,,ENSG00000133110,,ortholog_one2one,95.933,95.933
1040904,ENSCAFG00000006098,,ENSG00000102710,,ortholog_one2one,89.057,94.328
1041152,ENSCAFG00000006115,,ENSG00000120699,,ortholog_one2one,59.375,96.3768
1041412,ENSCAFG00000006124,,ENSG00000120697,,ortholog_one2one,94.4444,94.4444
1041655,ENSCAFG00000006162,,ENSG00000120693,,ortholog_one2one,95.5224,95.9315
1041806,ENSCAFG00000030114,,ENSG00000133111,,ortholog_one2one,84.1202,72.0588
1042024,ENSCAFG00000006170,,ENSG00000180440,,ortholog_one2one,97.1963,97.1963
1042242,ENSCAFG00000006189,,ENSG00000133101,,ortholog_one2one,88.8361,80.4301
1042489,ENSCAFG00000006178,,ENSG00000133104,,ortholog_one2one,80.8,90.991
1042813,ENSCAFG00000006231,,ENSG00000133083,,ortholog_one2one,91.4474,93.9189
1043167,ENSCAFG00000006255,,ENSG00000172915,,ortholog_one2one,98.0135,98.7784
1043447,ENSCAFG00000006261,,ENSG00000180660,,ortholog_one2one,100.0,100.0
1044561,ENSCAFG00000006271,,ENSG00000133119,,ortholog_one2one,99.7191,99.7191
1044933,ENSCAFG00000006294,,ENSG00000133121,,ortholog_one2one,88.1162,89.9371
1045257,ENSCAFG00000006322,,ENSG00000133116,,ortholog_one2one,86.8726,22.2332
1045585,ENSCAFG00000006351,,ENSG00000083642,,ortholog_one2one,98.2204,99.1707
1045835,ENSCAFG00000006373,,ENSG00000026025,,ortholog_one2many,82.1687,73.176
1046070,ENSCAFG00000006376,,ENSG00000244754,,ortholog_one2one,51.5226,68.1175
1046270,ENSCAFG00000006379,,ENSG00000139597,,ortholog_one2one,92.7007,52.2634
1046405,ENSCAFG00000006383,,ENSG00000139618,,ortholog_one2one,69.5879,70.158
1046623,ENSCAFG00000031981,,ENSG00000189167,,ortholog_one2one,74.5399,75.7009
1046856,ENSCAFG00000025580,,ENSG00000073910,,ortholog_one2one,97.6782,97.6782
1047205,ENSCAFG00000006501,,ENSG00000133105,,ortholog_one2one,90.9091,88.8594
1047652,ENSCAFG00000006522,,ENSG00000187676,,ortholog_one2one,63.1184,84.5382
1047956,ENSCAFG00000006538,,ENSG00000120694,,ortholog_one2one,94.813,91.3953
1048299,ENSCAFG00000006571,,ENSG00000175664,,ortholog_one2one,43.8776,59.5156
1048429,ENSCAFG00000006579,,ENSG00000102802,,ortholog_one2one,93.3993,93.3993
1048607,ENSCAFG00000006585,,ENSG00000132965,,ortholog_one2one,64.7059,75.6881
1048845,ENSCAFG00000006590,,ENSG00000132952,,ortholog_one2one,73.1016,73.1685
1049263,ENSCAFG00000006616,,ENSG00000102781,,ortholog_one2one,88.5338,96.1225
1049592,ENSCAFG00000032748,,ENSG00000122042,,ortholog_one2one,70.5036,83.7607
1049938,ENSCAFG00000006660,,ENSG00000139514,,ortholog_one2one,91.4149,91.4149
1050248,ENSCAFG00000024936,,ENSG00000132938,,ortholog_one2one,77.1904,77.8671
1050564,ENSCAFG00000006691,,ENSG00000139508,,ortholog_one2one,86.551,86.1771
1050829,ENSCAFG00000047865,,ENSG00000132963,,ortholog_one2many,95.0355,95.0355
1051103,ENSCAFG00000006701,,ENSG00000102755,,ortholog_one2one,89.9776,89.9103
1051353,ENSCAFG00000006733,,ENSG00000152520,,ortholog_one2one,91.2042,98.1962
1051601,ENSCAFG00000006716,,ENSG00000122025,,ortholog_one2one,84.8397,87.9154
1051785,ENSCAFG00000006742,,ENSG00000165556,,ortholog_one2one,64.3629,95.2077
1051950,ENSCAFG00000006746,,ENSG00000139515,,ortholog_one2one,92.5532,92.2262
1052042,ENSCAFG00000006749,,ENSG00000169840,,ortholog_one2one,73.0878,97.7273
1052249,ENSCAFG00000006755,,ENSG00000186184,,ortholog_one2one,47.9853,98.4962
1052493,ENSCAFG00000006782,,ENSG00000139517,,ortholog_one2one,90.896,91.1594
1052736,ENSCAFG00000006788,,ENSG00000122033,,ortholog_one2one,65.5914,65.8273
1052975,ENSCAFG00000006794,,ENSG00000122034,,ortholog_one2one,73.4908,76.7123
1053297,ENSCAFG00000006798,,ENSG00000122035,,ortholog_one2one,93.3884,93.3884
1053692,ENSCAFG00000006816,,ENSG00000152484,,ortholog_one2one,81.422,95.9459
1054108,ENSCAFG00000006823,,ENSG00000132975,,ortholog_one2one,97.006,97.006
1054338,ENSCAFG00000006841,,ENSG00000132970,,ortholog_one2one,96.2151,96.2151
1054727,ENSCAFG00000006870,,ENSG00000132964,,ortholog_one2one,99.7845,99.7845
1054987,ENSCAFG00000006901,,ENSG00000127870,,ortholog_one2one,89.019,88.7591
1055511,ENSCAFG00000030320,,ENSG00000180730,,ortholog_one2one,88.5135,88.8136
1055751,ENSCAFG00000007007,,ENSG00000132932,,ortholog_one2one,96.1279,96.1279
1056088,ENSCAFG00000007067,,ENSG00000139496,,ortholog_one2one,94.9917,94.9917
1056337,ENSCAFG00000007083,,ENSG00000139505,,ortholog_one2one,76.1232,95.4911
1056690,ENSCAFG00000032600,,ENSG00000165566,,ortholog_one2one,49.3976,42.772
1057045,ENSCAFG00000007115,,ENSG00000182957,,ortholog_one2many,69.4215,72.3571
1057046,ENSCAFG00000007115,,ENSG00000273167,,ortholog_one2many,60.1803,72.4887
1057303,ENSCAFG00000007120,,ENSG00000205863,,ortholog_one2many,88.8889,88.8889
1057304,ENSCAFG00000007120,,ENSG00000240654,,ortholog_one2many,89.4895,89.4895
1057654,ENSCAFG00000007132,,ENSG00000027001,,ortholog_one2one,91.6918,85.1332
1058394,ENSCAFG00000007136,,ENSG00000127863,,ortholog_one2one,76.6204,78.2506
1058814,ENSCAFG00000007146,,ENSG00000151835,,ortholog_one2one,95.3738,94.9989
1059080,ENSCAFG00000007161,,ENSG00000102683,,ortholog_one2one,71.6216,91.0653
1059327,ENSCAFG00000029890,,ENSG00000102678,,ortholog_one2one,77.2549,94.7115
1059715,ENSCAFG00000007172,,ENSG00000165487,,ortholog_one2one,83.8337,83.6406
1059963,ENSCAFG00000007179,,ENSG00000180776,,ortholog_one2one,75.2252,91.5069
1060277,ENSCAFG00000004240,,ENSG00000173141,,ortholog_one2one,80.3922,80.3922
1060509,ENSCAFG00000007184,,ENSG00000165480,,ortholog_one2one,59.4041,77.4272
1060741,ENSCAFG00000032070,,ENSG00000150459,,ortholog_one2many,98.8372,98.8372
1061011,ENSCAFG00000007207,,ENSG00000150457,,ortholog_one2one,87.5576,87.3162
1061268,ENSCAFG00000007222,,ENSG00000132953,,ortholog_one2one,99.6525,99.6525
1061522,ENSCAFG00000007231,,ENSG00000150456,,ortholog_one2one,83.6449,83.6449
1061763,ENSCAFG00000032032,,ENSG00000172458,,ortholog_one2one,45.3039,40.5941
1061963,ENSCAFG00000007250,,ENSG00000032742,,ortholog_one2one,90.5455,89.6759
1062209,ENSCAFG00000007288,,ENSG00000165475,,ortholog_one2one,68.2171,82.7586
1062449,ENSCAFG00000007316,,ENSG00000121742,,ortholog_one2one,40.6542,66.6667
1062806,ENSCAFG00000029537,,ENSG00000165474,,ortholog_one2one,98.6726,98.6726
1063151,ENSCAFG00000007321,,ENSG00000121743,,ortholog_one2one,71.3647,73.3333
1063421,ENSCAFG00000007342,,ENSG00000121741,,ortholog_one2one,98.2571,98.2571
1063672,ENSCAFG00000007359,,ENSG00000132950,,ortholog_one2one,79.7601,79.5217
1063783,ENSCAFG00000043712,,ENSG00000121390,,ortholog_one2one,92.2772,89.1013
1064024,ENSCAFG00000045568,,ENSG00000196199,,ortholog_one2one,84.5349,84.5349
1064250,ENSCAFG00000007375,,ENSG00000102699,,ortholog_one2one,69.7867,68.3295
1064463,ENSCAFG00000007391,,ENSG00000151849,,ortholog_one2one,78.5978,79.5964
1064898,ENSCAFG00000007418,,ENSG00000132972,,ortholog_one2one,81.4607,80.4067
1065121,ENSCAFG00000007432,,ENSG00000075673,,ortholog_one2one,85.4779,88.9952
1081805,ENSCAFG00000048217,,ENSG00000077312,,ortholog_one2one,93.1818,29.078
1092652,ENSCAFG00000049837,,ENSG00000198918,,ortholog_one2many,62.6667,92.1569
1128350,ENSCAFG00000024332,,ENSG00000119616,,ortholog_one2many,96.4646,96.4646
1151827,ENSCAFG00000046466,,ENSG00000204392,,ortholog_one2one,86.4198,73.6842
1155892,ENSCAFG00000008748,,ENSG00000101363,,ortholog_one2many,82.5397,61.1765
1170706,ENSCAFG00000010566,,ENSG00000184571,,ortholog_one2one,55.3991,53.5147
1177688,ENSCAFG00000011498,,ENSG00000167037,,ortholog_one2one,94.0818,94.1638
1177994,ENSCAFG00000024672,,ENSG00000206069,,ortholog_one2one,73.0,73.0
1178182,ENSCAFG00000024641,,ENSG00000197077,,ortholog_one2one,67.1436,67.5526
1178416,ENSCAFG00000011573,,ENSG00000100053,,ortholog_one2one,92.4171,92.4171
1178682,ENSCAFG00000023827,,ENSG00000244752,,ortholog_one2one,97.0732,97.0732
1178901,ENSCAFG00000011603,,ENSG00000100077,,ortholog_one2one,93.8988,91.7151
1179142,ENSCAFG00000011660,,ENSG00000133454,,ortholog_one2one,82.323,81.9704
1179377,ENSCAFG00000011694,,ENSG00000100095,,ortholog_one2one,87.4528,90.5273
1179613,ENSCAFG00000011729,,ENSG00000100099,,ortholog_one2one,67.4263,71.0452
1179860,ENSCAFG00000011720,,ENSG00000128203,,ortholog_one2one,72.1649,94.851
1180133,ENSCAFG00000011741,,ENSG00000100109,,ortholog_one2one,97.2521,97.2521
1180377,ENSCAFG00000011758,,ENSG00000128294,,ortholog_one2one,94.695,94.695
1180566,ENSCAFG00000011779,,ENSG00000100122,,ortholog_one2one,81.8548,80.5556
1180787,ENSCAFG00000011809,,ENSG00000196431,,ortholog_one2one,94.898,94.898
1181008,ENSCAFG00000011823,,ENSG00000169184,,ortholog_one2one,91.5525,91.1364
1181219,ENSCAFG00000011830,,ENSG00000180957,,ortholog_one2one,94.8529,94.5055
1181477,ENSCAFG00000011849,,ENSG00000100154,,ortholog_one2one,93.9652,93.5107
1181956,ENSCAFG00000011928,,ENSG00000100209,,ortholog_one2one,85.5319,85.5319
1182186,ENSCAFG00000032399,,ENSG00000159873,,ortholog_one2one,87.7256,87.0968
1182401,ENSCAFG00000011954,,ENSG00000100219,,ortholog_one2one,86.3158,87.234
1182627,ENSCAFG00000011973,,ENSG00000183579,,ortholog_one2one,90.0846,79.594
1182858,ENSCAFG00000011982,,ENSG00000100249,,ortholog_one2one,64.5533,77.2414
1182931,ENSCAFG00000011994,,ENSG00000183762,,ortholog_one2one,69.6133,76.8293
1183158,ENSCAFG00000012106,,ENSG00000186998,,ortholog_one2one,87.5862,85.618
1183291,ENSCAFG00000012114,,ENSG00000100263,,ortholog_one2one,82.9016,82.9016
1183624,ENSCAFG00000012219,,ENSG00000185340,,ortholog_one2one,85.5153,90.1615
1183845,ENSCAFG00000012230,,ENSG00000100276,,ortholog_one2one,96.5517,96.5517
1183950,ENSCAFG00000012067,,ENSG00000100280,,ortholog_one2one,98.5248,98.5248
1184411,ENSCAFG00000012262,,ENSG00000100296,,ortholog_one2one,93.185,98.0966
1184670,ENSCAFG00000012291,,ENSG00000184117,,ortholog_one2one,96.4539,95.7747
1184912,ENSCAFG00000012307,,ENSG00000186575,,ortholog_one2one,97.1524,97.479
1185152,ENSCAFG00000012334,,ENSG00000100314,,ortholog_one2one,70.4918,100.0
1185444,ENSCAFG00000012343,,ENSG00000100319,,ortholog_one2one,93.5294,93.5294
1185670,ENSCAFG00000028837,,ENSG00000184076,,ortholog_one2one,84.375,85.7143
1185870,ENSCAFG00000012361,,ENSG00000100325,,ortholog_one2one,91.5232,91.2814
1186107,ENSCAFG00000012420,,ENSG00000100330,,ortholog_one2one,91.2429,80.8848
1186374,ENSCAFG00000012459,,ENSG00000176635,,ortholog_one2one,87.5817,87.2964
1186607,ENSCAFG00000030931,,ENSG00000128342,,ortholog_one2one,91.5842,91.5842
1186763,ENSCAFG00000012468,,ENSG00000099985,,ortholog_one2one,61.9433,60.7143
1186850,ENSCAFG00000012489,,ENSG00000239282,,ortholog_one2one,95.4407,95.4407
1187075,ENSCAFG00000012514,,ENSG00000099992,,ortholog_one2one,83.6036,90.0971
1187391,ENSCAFG00000012559,,ENSG00000099995,,ortholog_one2one,98.6129,98.6129
1187636,ENSCAFG00000012686,,ENSG00000187860,,ortholog_one2one,77.886,74.4681
1187916,ENSCAFG00000012692,,ENSG00000099999,,ortholog_one2one,94.4591,94.9602
1188141,ENSCAFG00000012703,,ENSG00000249590,,ortholog_one2one,40.4255,56.213
1188377,ENSCAFG00000012742,,ENSG00000242114,,ortholog_one2one,66.6667,83.1325
1188602,ENSCAFG00000012757,,ENSG00000100012,,ortholog_one2one,97.5,97.5
1188858,ENSCAFG00000023437,,ENSG00000133488,,ortholog_one2one,76.5957,79.803
1189110,ENSCAFG00000030208,,ENSG00000128242,,ortholog_one2one,89.3868,89.5981
1189427,ENSCAFG00000012792,,ENSG00000100029,,ortholog_one2one,82.391,86.7347
1189666,ENSCAFG00000012827,,ENSG00000185339,,ortholog_one2one,70.0,73.7705
1189892,ENSCAFG00000012834,,ENSG00000100036,,ortholog_one2one,89.4286,89.4286
1190202,ENSCAFG00000012842,,ENSG00000184792,,ortholog_one2one,78.5565,81.9869
1190448,ENSCAFG00000012861,,ENSG00000133422,,ortholog_one2one,91.7209,95.5426
1190701,ENSCAFG00000012922,,ENSG00000183963,,ortholog_one2one,84.6865,82.2355
1190874,ENSCAFG00000049987,,ENSG00000198832,,ortholog_one2one,82.9787,80.6897
1191086,ENSCAFG00000012969,,ENSG00000185133,,ortholog_one2one,87.6984,87.8728
1191395,ENSCAFG00000012981,,ENSG00000100078,,ortholog_one2one,74.6094,75.0491
1191672,ENSCAFG00000013044,,ENSG00000182541,,ortholog_one2one,65.2745,79.7376
1191913,ENSCAFG00000013077,,ENSG00000100100,,ortholog_one2one,85.9316,85.9316
1192162,ENSCAFG00000013087,,ENSG00000100105,,ortholog_one2one,99.2722,99.2722
1192418,ENSCAFG00000032601,,ENSG00000185721,,ortholog_one2one,100.0,100.0
1192696,ENSCAFG00000013163,,ENSG00000184708,,ortholog_one2one,95.0704,95.9391
1192948,ENSCAFG00000013206,,ENSG00000198089,,ortholog_one2one,70.239,73.3494
1193125,ENSCAFG00000013233,,ENSG00000241878,,ortholog_one2one,80.4301,91.4425
1193367,ENSCAFG00000013247,,ENSG00000183530,,ortholog_one2one,71.0158,70.8508
1193580,ENSCAFG00000013268,,ENSG00000100150,,ortholog_one2many,93.8639,96.3818
1193581,ENSCAFG00000013268,,ENSG00000285404,,ortholog_one2many,35.7837,98.1667
1193833,ENSCAFG00000031015,,ENSG00000128245,,ortholog_one2one,83.0827,89.8374
1194036,ENSCAFG00000013439,,ENSG00000100170,,ortholog_one2one,87.0091,86.747
1194337,ENSCAFG00000013498,,ENSG00000100191,,ortholog_one2one,83.3333,83.4598
1195123,ENSCAFG00000029243,,ENSG00000211638,,ortholog_one2many,67.7966,65.5738
1195297,ENSCAFG00000048182,,ENSG00000211654,,ortholog_many2many,57.377,56.9106
1195298,ENSCAFG00000048182,,ENSG00000211650,,ortholog_many2many,56.5574,56.0976
1195299,ENSCAFG00000048182,,ENSG00000211647,,ortholog_many2many,46.7213,54.2857
1196262,ENSCAFG00000043204,,ENSG00000211638,,ortholog_one2many,75.4902,63.1148
1196655,ENSCAFG00000023920,,ENSG00000211638,,ortholog_one2many,69.0476,71.3115
1197251,ENSCAFG00000043208,,ENSG00000211654,,ortholog_many2many,55.7377,55.2846
1197252,ENSCAFG00000043208,,ENSG00000211650,,ortholog_many2many,54.918,54.4715
1197253,ENSCAFG00000043208,,ENSG00000211647,,ortholog_many2many,45.082,52.381
1197424,ENSCAFG00000041046,,ENSG00000211638,,ortholog_one2many,73.5294,61.4754
1198044,ENSCAFG00000042030,,ENSG00000211654,,ortholog_many2many,48.062,50.4065
1198045,ENSCAFG00000042030,,ENSG00000211650,,ortholog_many2many,46.5116,48.7805
1198046,ENSCAFG00000042030,,ENSG00000211647,,ortholog_many2many,38.7597,47.619
1198452,ENSCAFG00000049779,,ENSG00000211638,,ortholog_one2many,76.4706,63.9344
1198863,ENSCAFG00000046023,,ENSG00000211638,,ortholog_one2many,68.0672,66.3934
1199742,ENSCAFG00000047806,,ENSG00000211638,,ortholog_one2many,62.1622,75.4098
1200091,ENSCAFG00000042203,,ENSG00000211638,,ortholog_one2many,56.4286,64.7541
1200622,ENSCAFG00000044541,,ENSG00000211638,,ortholog_one2many,75.4902,63.1148
1204398,ENSCAFG00000013594,,ENSG00000275004,,ortholog_one2one,79.9263,79.9263
1204539,ENSCAFG00000013613,,ENSG00000185686,,ortholog_one2one,67.9688,68.3694
1204733,ENSCAFG00000013622,,ENSG00000211656,,ortholog_one2one,61.2903,64.4068
1204985,ENSCAFG00000031273,,ENSG00000211662,,ortholog_many2many,35.5649,72.6496
1204986,ENSCAFG00000031273,,ENSG00000211667,,ortholog_many2many,32.636,67.8261
1205148,ENSCAFG00000028850,,ENSG00000211662,,ortholog_many2many,70.0,59.8291
1205149,ENSCAFG00000028850,,ENSG00000211667,,ortholog_many2many,65.0,56.5217
1205319,ENSCAFG00000043925,,ENSG00000211672,,ortholog_one2many,63.8298,73.7705
1205517,ENSCAFG00000028847,,ENSG00000211672,,ortholog_one2many,68.2927,68.8525
1205709,ENSCAFG00000049151,,ENSG00000211662,,ortholog_many2many,27.6923,46.1538
1205710,ENSCAFG00000049151,,ENSG00000211667,,ortholog_many2many,26.6667,45.2174
1205922,ENSCAFG00000043799,,ENSG00000211658,,ortholog_many2many,51.4925,61.0619
1205923,ENSCAFG00000043799,,ENSG00000211661,,ortholog_many2many,49.2537,57.3913
1205924,ENSCAFG00000043799,,ENSG00000211665,,ortholog_many2many,55.9701,65.2174
1205925,ENSCAFG00000043799,,ENSG00000211669,,ortholog_many2many,54.4776,63.4783
1205926,ENSCAFG00000043799,,ENSG00000211659,,ortholog_many2many,56.7164,67.8571
1206583,ENSCAFG00000047177,,ENSG00000211672,,ortholog_one2many,63.5417,50.0
1206785,ENSCAFG00000014432,,ENSG00000211672,,ortholog_one2many,71.1111,52.459
1206985,ENSCAFG00000015176,,ENSG00000211672,,ortholog_one2many,64.8,66.3934
1207214,ENSCAFG00000032328,,ENSG00000211658,,ortholog_many2many,48.9362,61.0619
1207215,ENSCAFG00000032328,,ENSG00000211661,,ortholog_many2many,47.5177,58.2609
1207216,ENSCAFG00000032328,,ENSG00000211665,,ortholog_many2many,55.3191,67.8261
1207217,ENSCAFG00000032328,,ENSG00000211669,,ortholog_many2many,54.6099,66.9565
1207218,ENSCAFG00000032328,,ENSG00000211659,,ortholog_many2many,55.3191,69.6429
1207944,ENSCAFG00000031806,,ENSG00000211685,,ortholog_many2many,75.0,84.9057
1207945,ENSCAFG00000031806,,ENSG00000211679,,ortholog_many2many,74.1667,83.9623
1207946,ENSCAFG00000031806,,ENSG00000211677,,ortholog_many2many,74.1667,83.9623
1207947,ENSCAFG00000031806,,ENSG00000211675,,ortholog_many2many,75.0,84.9057
1207948,ENSCAFG00000031806,,ENSG00000128322,,ortholog_many2many,74.1667,41.784
1207949,ENSCAFG00000031806,,ENSG00000254709,,ortholog_many2many,79.1667,44.186
1208323,ENSCAFG00000047066,,ENSG00000211685,,ortholog_many2many,28.8462,84.9057
1208324,ENSCAFG00000047066,,ENSG00000211679,,ortholog_many2many,28.5256,83.9623
1208325,ENSCAFG00000047066,,ENSG00000211677,,ortholog_many2many,28.5256,83.9623
1208326,ENSCAFG00000047066,,ENSG00000211675,,ortholog_many2many,28.8462,84.9057
1208327,ENSCAFG00000047066,,ENSG00000128322,,ortholog_many2many,26.6026,38.9671
1208328,ENSCAFG00000047066,,ENSG00000254709,,ortholog_many2many,28.8462,41.8605
1209217,ENSCAFG00000013646,,ENSG00000100218,,ortholog_one2one,65.0,63.5057
1209462,ENSCAFG00000013663,,ENSG00000128266,,ortholog_one2one,99.1549,99.1549
1209700,ENSCAFG00000013676,,ENSG00000100228,,ortholog_one2one,79.2169,78.979
1209934,ENSCAFG00000013773,,ENSG00000186716,,ortholog_one2one,92.393,91.7388
1210253,ENSCAFG00000013823,,ENSG00000258555,,ortholog_one2many,77.6186,95.1701
1210254,ENSCAFG00000013823,,ENSG00000100014,,ortholog_one2many,94.9866,93.3979
1210498,ENSCAFG00000013828,,ENSG00000128271,,ortholog_one2one,93.2039,93.2039
1210796,ENSCAFG00000013843,,ENSG00000100024,,ortholog_one2one,83.9378,84.375
1211222,ENSCAFG00000013864,,ENSG00000100028,,ortholog_many2many,100.0,100.0
1211223,ENSCAFG00000013864,,ENSG00000286070,,ortholog_many2many,100.0,100.0
1211644,ENSCAFG00000013899,,ENSG00000133475,,ortholog_one2many,67.1091,79.9649
1211645,ENSCAFG00000013899,,ENSG00000100031,,ortholog_one2many,70.059,83.4798
1211646,ENSCAFG00000013899,,ENSG00000274252,,ortholog_one2many,26.9911,81.3333
1211647,ENSCAFG00000013899,,ENSG00000149435,,ortholog_one2many,27.8761,84.0
1211648,ENSCAFG00000013899,,ENSG00000100121,,ortholog_one2many,28.9086,77.7778
1211973,ENSCAFG00000013867,,ENSG00000178026,,ortholog_one2one,55.9078,61.5873
1212051,ENSCAFG00000029292,,ENSG00000099998,,ortholog_one2one,78.7273,73.7649
1212428,ENSCAFG00000013923,,ENSG00000099994,,ortholog_one2one,76.3522,73.8443
1212683,ENSCAFG00000013995,,ENSG00000099991,,ortholog_one2one,92.2232,90.8108
1212956,ENSCAFG00000045775,,ENSG00000099977,,ortholog_many2many,72.0339,51.2048
1212957,ENSCAFG00000045775,,ENSG00000099974,,ortholog_many2many,69.4915,61.194
1212958,ENSCAFG00000045775,,ENSG00000285762,,ortholog_many2many,83.8983,75.0
1213698,ENSCAFG00000014043,,ENSG00000099984,,ortholog_one2many,54.2308,58.0247
1213699,ENSCAFG00000014043,,ENSG00000133433,,ortholog_one2many,54.6154,58.1967
1214259,ENSCAFG00000014082,,ENSG00000133460,,ortholog_one2one,59.6491,63.5514
1214485,ENSCAFG00000014095,,ENSG00000099958,,ortholog_one2one,78.2609,75.3138
1214720,ENSCAFG00000014105,,ENSG00000099956,,ortholog_one2one,97.4026,95.1777
1215032,ENSCAFG00000014117,,ENSG00000099953,,ortholog_one2one,87.1166,87.2951
1215321,ENSCAFG00000014124,,ENSG00000250479,,ortholog_one2one,84.0278,81.2081
1215510,ENSCAFG00000014127,,ENSG00000169314,,ortholog_one2one,20.7612,38.2166
1215594,ENSCAFG00000014130,,ENSG00000128218,,ortholog_one2one,78.5124,77.2358
1215827,ENSCAFG00000029579,,ENSG00000187792,,ortholog_one2one,90.2004,90.8072
1216058,ENSCAFG00000014139,,ENSG00000211685,,ortholog_many2many,40.0943,80.1887
1216059,ENSCAFG00000014139,,ENSG00000211679,,ortholog_many2many,39.6226,79.2453
1216060,ENSCAFG00000014139,,ENSG00000211677,,ortholog_many2many,39.6226,79.2453
1216061,ENSCAFG00000014139,,ENSG00000211675,,ortholog_many2many,40.0943,80.1887
1216062,ENSCAFG00000014139,,ENSG00000128322,,ortholog_many2many,59.9057,59.6244
1216063,ENSCAFG00000014139,,ENSG00000254709,,ortholog_many2many,62.7358,61.8605
1216459,ENSCAFG00000024382,,ENSG00000169575,,ortholog_one2one,61.3333,63.4483
1216756,ENSCAFG00000014151,,ENSG00000128185,,ortholog_one2many,93.4343,84.0909
1216757,ENSCAFG00000014151,,ENSG00000278817,,ortholog_one2many,95.4545,85.9091
1216758,ENSCAFG00000014151,,ENSG00000183628,,ortholog_one2many,95.4545,85.9091
1216759,ENSCAFG00000014151,,ENSG00000283809,,ortholog_one2many,84.3434,92.7778
1216986,ENSCAFG00000014154,,ENSG00000100033,,ortholog_one2many,71.6692,78.0
1216987,ENSCAFG00000014154,,ENSG00000277196,,ortholog_one2many,71.8224,78.1667
1217281,ENSCAFG00000045006,,ENSG00000040608,,ortholog_one2one,66.5227,55.0984
1217528,ENSCAFG00000028504,,ENSG00000234409,,ortholog_one2one,75.8025,76.3682
