dog_ensembl_id,dog_gene_symbol,human_ensembl_id,human_gene_symbol,orthology_type,pct_id_dog_to_human,pct_id_human_to_dog
ENSCAFG00000004817,,ENSG00000120690,ELF1,ortholog_one2one,92.5687,92.5687
ENSCAFG00000018322,,ENSG00000171017,LRRC8E,ortholog_one2one,92.5599,92.2111
ENSCAFG00000001314,,ENSG00000100346,CACNA1I,ortholog_one2one,92.5571,91.1831
ENSCAFG00000006746,,ENSG00000139515,PDX1,ortholog_one2one,92.5532,92.2262
ENSCAFG00000006534,,ENSG00000215305,VPS16,ortholog_one2one,92.5508,97.7354
ENSCAFG00000007151,,ENSG00000152778,IFIT5,ortholog_one2one,92.5466,92.7386
ENSCAFG00000003488,,ENSG00000182752,PAPPA,ortholog_one2one,92.5403,84.6343
ENSCAFG00000007266,,ENSG00000165338,HECTD2,ortholog_one2one,92.5354,92.1795
ENSCAFG00000018395,,ENSG00000080986,NDC80,ortholog_one2one,92.5234,92.5234
ENSCAFG00000016249,,ENSG00000169299,PGM2,ortholog_one2one,92.5203,92.9739
ENSCAFG00000004978,,ENSG00000276644,DACH1,ortholog_one2one,92.511,55.409
ENSCAFG00000006588,,ENSG00000132635,PCED1A,ortholog_one2one,92.511,92.511
ENSCAFG00000023086,,ENSG00000136931,NR5A1,ortholog_one2one,92.5059,85.6833
ENSCAFG00000012374,,ENSG00000066468,FGFR2,ortholog_one2one,92.5029,97.5669
ENSCAFG00000004597,,ENSG00000104856,RELB,ortholog_one2one,92.5,89.4646
ENSCAFG00000009466,,ENSG00000120053,GOT1,ortholog_one2one,92.4939,92.4939
ENSCAFG00000000931,,ENSG00000153989,NUS1,ortholog_one2one,92.4915,92.4915
ENSCAFG00000011572,,ENSG00000026559,KCNG1,ortholog_one2one,92.4855,93.5673
ENSCAFG00000029603,,ENSG00000170802,FOXN2,ortholog_one2one,92.4829,94.1995
ENSCAFG00000014490,,ENSG00000115457,IGFBP2,ortholog_one2one,92.4731,52.9231
ENSCAFG00000007504,,ENSG00000101444,AHCY,ortholog_one2one,92.4706,90.9722
ENSCAFG00000031900,,ENSG00000152193,OBI1,ortholog_one2one,92.4686,91.3223
ENSCAFG00000014172,,ENSG00000099904,ZDHHC8,ortholog_one2one,92.4649,93.0591
ENSCAFG00000010155,,ENSG00000077150,NFKB2,ortholog_one2one,92.436,92.3333
ENSCAFG00000001956,,ENSG00000109171,SLAIN2,ortholog_one2one,92.4268,92.4268
ENSCAFG00000030748,,ENSG00000132640,BTBD3,ortholog_one2one,92.4214,95.7854
ENSCAFG00000011573,,ENSG00000100053,CRYBB3,ortholog_one2one,92.4171,92.4171
ENSCAFG00000016582,,ENSG00000100647,SUSD6,ortholog_one2one,92.4092,92.4092
ENSCAFG00000015223,,ENSG00000135924,DNAJB2,ortholog_one2one,92.4092,86.4198
ENSCAFG00000032533,,ENSG00000169906,S100G,ortholog_one2one,92.4051,92.4051
ENSCAFG00000017263,,ENSG00000165240,ATP7A,ortholog_one2one,92.3949,92.3333
ENSCAFG00000011146,,ENSG00000100439,ABHD4,ortholog_one2one,92.3944,95.9064
ENSCAFG00000013773,,ENSG00000186716,BCR,ortholog_one2one,92.393,91.7388
ENSCAFG00000019191,,ENSG00000173976,RAX2,ortholog_one2one,92.3913,92.3913
ENSCAFG00000044291,,ENSG00000218891,ZNF579,ortholog_one2one,92.3875,95.0178
ENSCAFG00000043071,,ENSG00000101220,ADISSP,ortholog_one2one,92.3858,91.4573
ENSCAFG00000009319,,ENSG00000101052,IFT52,ortholog_one2one,92.3767,94.2792
ENSCAFG00000010812,,ENSG00000124151,NCOA3,ortholog_one2one,92.3729,91.8539
ENSCAFG00000006062,,ENSG00000187498,COL4A1,ortholog_one2one,92.3707,87.7771
ENSCAFG00000003554,,ENSG00000112249,ASCC3,ortholog_one2one,92.3706,92.3706
ENSCAFG00000002097,,ENSG00000124818,OPN5,ortholog_one2one,92.3684,91.8848
ENSCAFG00000029130,,ENSG00000107821,KAZALD1,ortholog_one2one,92.3588,91.4474
ENSCAFG00000015046,,ENSG00000126775,ATG14,ortholog_one2one,92.3529,95.7317
ENSCAFG00000000105,,ENSG00000172175,MALT1,ortholog_one2one,92.3483,84.9515
ENSCAFG00000017305,,ENSG00000165417,GTF2A1,ortholog_one2one,92.3469,96.2766
ENSCAFG00000007929,,ENSG00000148690,FRA10AC1,ortholog_one2one,92.3323,91.746
ENSCAFG00000000300,,ENSG00000010818,HIVEP2,ortholog_one2one,92.3203,91.9052
ENSCAFG00000005595,,ENSG00000152767,FARP1,ortholog_one2one,92.3151,89.3123
ENSCAFG00000019205,,ENSG00000186111,PIP5K1C,ortholog_one2one,92.3077,86.5629
ENSCAFG00000011427,,ENSG00000100813,ACIN1,ortholog_one2one,92.3077,92.17
ENSCAFG00000015967,,ENSG00000100714,MTHFD1,ortholog_one2one,92.2995,89.5228
ENSCAFG00000018952,,ENSG00000129675,ARHGEF6,ortholog_one2one,92.2973,88.0155
ENSCAFG00000005141,,ENSG00000160410,SHKBP1,ortholog_one2one,92.2971,94.9081
ENSCAFG00000007377,,ENSG00000124299,PEPD,ortholog_one2one,92.2921,87.1647
ENSCAFG00000015200,,ENSG00000115661,STK16,ortholog_one2one,92.2857,92.2857
ENSCAFG00000018739,,ENSG00000031823,RANBP3,ortholog_one2one,92.2801,90.6526
ENSCAFG00000001075,,ENSG00000100412,ACO2,ortholog_one2one,92.2794,93.5404
ENSCAFG00000012182,,ENSG00000092295,TGM1,ortholog_one2one,92.2794,92.1665
ENSCAFG00000043712,,ENSG00000121390,PSPC1,ortholog_one2one,92.2772,89.1013
ENSCAFG00000010628,,ENSG00000108018,SORCS1,ortholog_one2one,92.2751,74.6575
ENSCAFG00000000043,,ENSG00000166479,TMX3,ortholog_one2one,92.2737,92.0705
ENSCAFG00000002348,,ENSG00000124749,COL21A1,ortholog_one2one,92.2675,92.2675
ENSCAFG00000001046,,ENSG00000100418,DESI1,ortholog_one2one,92.2619,92.2619
ENSCAFG00000011887,,ENSG00000124089,MC3R,ortholog_one2one,92.2601,92.2601
ENSCAFG00000019538,,ENSG00000118046,STK11,ortholog_one2one,92.2551,93.5335
ENSCAFG00000002086,,ENSG00000198467,TPM2,ortholog_one2one,92.2535,92.2535
ENSCAFG00000000326,,ENSG00000152818,UTRN,ortholog_one2one,92.2494,92.2225
ENSCAFG00000032608,,ENSG00000153714,LURAP1L,ortholog_one2one,92.2414,93.8596
ENSCAFG00000002117,,ENSG00000135974,C2orf49,ortholog_one2one,92.2414,92.2414
ENSCAFG00000000386,,ENSG00000118520,ARG1,ortholog_one2one,92.236,90.0
ENSCAFG00000013995,,ENSG00000099991,CABIN1,ortholog_one2one,92.2232,90.8108
ENSCAFG00000016387,,ENSG00000168214,RBPJ,ortholog_one2one,92.2027,94.6
ENSCAFG00000029484,,ENSG00000144401,METTL21A,ortholog_one2one,92.2018,85.1695
ENSCAFG00000001722,,ENSG00000112619,PRPH2,ortholog_one2one,92.1965,92.1965
ENSCAFG00000004738,,ENSG00000131116,ZNF428,ortholog_one2one,92.1875,81.1927
ENSCAFG00000014025,,ENSG00000155657,TTN,ortholog_one2one,92.1873,69.4062
ENSCAFG00000015891,,ENSG00000165678,GHITM,ortholog_one2one,92.1739,92.1739
ENSCAFG00000002657,,ENSG00000167614,TTYH1,ortholog_one2one,92.1739,92.1739
ENSCAFG00000049487,,ENSG00000137404,NRM,ortholog_one2one,92.1642,94.2748
ENSCAFG00000016550,,ENSG00000198881,ASB12,ortholog_one2one,92.163,92.4528
ENSCAFG00000032722,,ENSG00000175785,PRIMA1,ortholog_one2one,92.1569,92.1569
ENSCAFG00000017214,,ENSG00000131269,ABCB7,ortholog_one2one,92.1543,91.5456
ENSCAFG00000014275,,ENSG00000100485,SOS2,ortholog_one2one,92.1455,95.1201
ENSCAFG00000001018,,ENSG00000100147,CCDC134,ortholog_one2one,92.1397,92.1397
ENSCAFG00000003597,,ENSG00000126461,SCAF1,ortholog_one2one,92.1152,92.6067
ENSCAFG00000001736,,ENSG00000137161,CNPY3,ortholog_one2one,92.1147,92.446
ENSCAFG00000001557,,ENSG00000164989,CCDC171,ortholog_one2one,92.1053,92.3831
ENSCAFG00000002838,,ENSG00000163001,CFAP36,ortholog_one2one,92.1053,85.8311
ENSCAFG00000012560,,ENSG00000128683,GAD1,ortholog_one2one,92.1008,92.2559
ENSCAFG00000018854,,ENSG00000063015,SEZ6,ortholog_one2one,92.0973,91.4487
ENSCAFG00000014571,,ENSG00000093009,CDC45,ortholog_one2one,92.0914,87.6254
ENSCAFG00000000330,,ENSG00000118496,FBXO30,ortholog_one2one,92.0912,92.2148
ENSCAFG00000005931,,ENSG00000188766,SPRED3,ortholog_one2one,92.0879,92.2907
ENSCAFG00000005984,,ENSG00000134901,POGLUT2,ortholog_one2one,92.0849,95.0199
ENSCAFG00000012217,,ENSG00000115993,TRAK2,ortholog_one2one,92.0792,91.5755
ENSCAFG00000018707,,ENSG00000017797,RALBP1,ortholog_one2one,92.0777,94.0458
ENSCAFG00000013026,,ENSG00000129493,HEATR5A,ortholog_one2one,92.0681,92.4731
ENSCAFG00000005218,,ENSG00000134452,FBH1,ortholog_one2one,92.065,88.0256
ENSCAFG00000000765,,ENSG00000026652,AGPAT4,ortholog_one2one,92.0635,92.0635
ENSCAFG00000013081,,ENSG00000171988,JMJD1C,ortholog_one2one,92.0629,92.2441
ENSCAFG00000005121,,ENSG00000198879,SFMBT2,ortholog_one2one,92.0582,92.0582
ENSCAFG00000015723,,ENSG00000114923,SLC4A3,ortholog_one2one,92.0445,91.8983
ENSCAFG00000004421,,ENSG00000102543,CDADC1,ortholog_one2one,92.0388,92.2179
ENSCAFG00000015805,,ENSG00000102003,SYP,ortholog_one2one,92.0382,92.3323
ENSCAFG00000031936,,ENSG00000148572,NRBF2,ortholog_one2one,92.0139,92.3345
ENSCAFG00000012384,,ENSG00000138395,CDK15,ortholog_one2one,92.0091,92.6437
ENSCAFG00000023358,,ENSG00000146477,SLC22A3,ortholog_one2one,92.0,91.0072
ENSCAFG00000011688,,ENSG00000165832,TRUB1,ortholog_one2one,92.0,92.2636
ENSCAFG00000012768,,ENSG00000019995,ZRANB1,ortholog_one2one,91.9948,99.0113
ENSCAFG00000005918,,ENSG00000198542,ITGBL1,ortholog_one2one,91.984,92.915
ENSCAFG00000014897,,ENSG00000100526,CDKN3,ortholog_one2one,91.9811,91.9811
ENSCAFG00000029925,,ENSG00000158813,EDA,ortholog_one2one,91.9689,90.7928
ENSCAFG00000014951,,ENSG00000109685,NSD2,ortholog_one2one,91.9643,90.5495
ENSCAFG00000004389,,ENSG00000100997,ABHD12,ortholog_one2one,91.9598,90.5941
ENSCAFG00000013755,,ENSG00000139874,SSTR1,ortholog_one2one,91.9512,96.4194
ENSCAFG00000012440,,ENSG00000165449,SLC16A9,ortholog_one2one,91.945,91.945
ENSCAFG00000002130,,ENSG00000115616,SLC9A2,ortholog_one2one,91.9399,82.8818
ENSCAFG00000003094,,ENSG00000170340,B3GNT2,ortholog_one2one,91.9395,91.9395
ENSCAFG00000003116,,ENSG00000112182,BACH2,ortholog_one2one,91.9393,93.5791
ENSCAFG00000019154,,ENSG00000105229,PIAS4,ortholog_one2one,91.9386,93.9216
ENSCAFG00000012772,,ENSG00000149658,YTHDF1,ortholog_one2one,91.9355,91.771
ENSCAFG00000016130,,ENSG00000105135,HACL2,ortholog_one2one,91.9304,91.9304
ENSCAFG00000004182,,ENSG00000130749,ZC3H4,ortholog_one2one,91.9279,90.023
ENSCAFG00000014341,,ENSG00000064490,RFXANK,ortholog_one2one,91.9231,91.9231
ENSCAFG00000015095,,ENSG00000002549,LAP3,ortholog_one2one,91.9075,91.9075
ENSCAFG00000000977,,ENSG00000236104,ZBTB22,ortholog_one2one,91.9056,85.9621
ENSCAFG00000016885,,ENSG00000119723,COQ6,ortholog_one2one,91.8977,92.094
ENSCAFG00000010384,,ENSG00000118997,DNAH7,ortholog_one2one,91.8966,91.8738
ENSCAFG00000019026,,ENSG00000134595,SOX3,ortholog_one2one,91.8919,91.4798
ENSCAFG00000010232,,ENSG00000171206,TRIM8,ortholog_one2one,91.8919,98.7296
ENSCAFG00000002543,,ENSG00000138078,PREPL,ortholog_one2one,91.8809,93.3975
ENSCAFG00000001172,,ENSG00000100359,SGSM3,ortholog_one2one,91.8775,92.1228
ENSCAFG00000010226,,ENSG00000145996,CDKAL1,ortholog_one2one,91.8685,91.7098
ENSCAFG00000011284,,ENSG00000100802,C14orf93,ortholog_one2one,91.8669,92.3792
ENSCAFG00000002610,,ENSG00000171132,PRKCE,ortholog_one2one,91.8667,93.4871
ENSCAFG00000002598,,ENSG00000136872,ALDOB,ortholog_one2one,91.8635,96.1538
ENSCAFG00000013678,,ENSG00000151332,MBIP,ortholog_one2one,91.8605,91.8605
ENSCAFG00000011103,,ENSG00000197893,NRAP,ortholog_one2one,91.8403,91.6811
ENSCAFG00000011627,,ENSG00000169933,FRMPD4,ortholog_one2one,91.8306,68.2022
ENSCAFG00000003105,,ENSG00000135299,ANKRD6,ortholog_one2one,91.8256,92.7098
ENSCAFG00000000379,,ENSG00000131013,PPIL4,ortholog_one2one,91.8251,98.1707
ENSCAFG00000004511,,ENSG00000123200,ZC3H13,ortholog_one2one,91.8246,92.87
ENSCAFG00000011631,,ENSG00000129460,NGDN,ortholog_one2one,91.8239,92.6984
ENSCAFG00000009236,,ENSG00000124177,CHD6,ortholog_one2one,91.8232,91.8232
ENSCAFG00000002492,,ENSG00000165138,ANKS6,ortholog_one2one,91.8224,90.2411
ENSCAFG00000030472,,ENSG00000021645,NRXN3,ortholog_one2one,91.8182,96.4354
ENSCAFG00000004534,,ENSG00000283632,EXOC3L2,ortholog_one2one,91.8067,54.4888
ENSCAFG00000002416,,ENSG00000196116,TDRD7,ortholog_one2one,91.8033,91.8033
ENSCAFG00000009343,,ENSG00000138449,SLC40A1,ortholog_one2one,91.791,86.1646
ENSCAFG00000016579,,ENSG00000267909,CCDC177,ortholog_one2one,91.773,91.5134
ENSCAFG00000017507,,ENSG00000130158,DOCK6,ortholog_one2one,91.7658,94.1866
ENSCAFG00000013917,,ENSG00000156515,HK1,ortholog_one2one,91.7647,93.1596
ENSCAFG00000004682,,ENSG00000148468,FAM171A1,ortholog_one2one,91.7633,88.8764
ENSCAFG00000017380,,ENSG00000165259,HDX,ortholog_one2one,91.763,92.029
ENSCAFG00000023363,,ENSG00000133313,CNDP2,ortholog_one2one,91.7548,91.3684
ENSCAFG00000001740,,ENSG00000133424,LARGE1,ortholog_one2one,91.75,97.09
ENSCAFG00000016120,,ENSG00000070182,SPTB,ortholog_one2one,91.7455,91.6667
ENSCAFG00000007350,,ENSG00000257103,LSM14A,ortholog_one2one,91.7411,88.7689
ENSCAFG00000002840,,ENSG00000260230,FRRS1L,ortholog_one2one,91.7391,72.0136
ENSCAFG00000000445,,ENSG00000131018,SYNE1,ortholog_one2one,91.7358,91.7358
ENSCAFG00000001748,,ENSG00000124587,PEX6,ortholog_one2one,91.7347,91.7347
ENSCAFG00000017786,,ENSG00000134775,FHOD3,ortholog_one2one,91.732,79.3465
ENSCAFG00000015315,,ENSG00000130304,SLC27A1,ortholog_one2one,91.7305,92.7245
ENSCAFG00000014682,,ENSG00000197386,HTT,ortholog_one2one,91.7252,91.3749
ENSCAFG00000020101,,ENSG00000136840,ST6GALNAC4,ortholog_one2one,91.7219,91.7219
ENSCAFG00000012861,,ENSG00000133422,MORC2,ortholog_one2one,91.7209,95.5426
ENSCAFG00000007966,,ENSG00000125966,MMP24,ortholog_one2one,91.7208,87.5969
ENSCAFG00000002334,,ENSG00000165304,MELK,ortholog_one2one,91.7051,91.7051
ENSCAFG00000002767,,ENSG00000106701,FSD1L,ortholog_one2one,91.6988,89.6226
ENSCAFG00000019467,,ENSG00000212864,RNF208,ortholog_one2one,91.6981,93.1034
ENSCAFG00000007132,,ENSG00000027001,MIPEP,ortholog_one2one,91.6918,85.1332
ENSCAFG00000003103,,ENSG00000025039,RRAGD,ortholog_one2one,91.6883,88.25
ENSCAFG00000002096,,ENSG00000115652,UXS1,ortholog_one2one,91.6865,90.8235
ENSCAFG00000003398,,ENSG00000104973,MED25,ortholog_one2one,91.6824,60.9296
ENSCAFG00000003778,,ENSG00000135537,AFG1L,ortholog_one2one,91.6667,91.4761
ENSCAFG00000010941,,ENSG00000140090,SLC24A4,ortholog_one2one,91.6667,86.6559
ENSCAFG00000009740,,ENSG00000111837,MAK,ortholog_one2one,91.6667,91.6667
ENSCAFG00000002394,,ENSG00000122741,DCAF10,ortholog_one2one,91.6667,92.4866
ENSCAFG00000018728,,ENSG00000087903,RFX2,ortholog_one2one,91.6667,94.3292
ENSCAFG00000019938,,ENSG00000097007,ABL1,ortholog_one2one,91.6522,91.7319
ENSCAFG00000015499,,ENSG00000151208,DLG5,ortholog_one2one,91.6495,92.6524
ENSCAFG00000002357,,ENSG00000196092,PAX5,ortholog_one2one,91.6456,92.5831
ENSCAFG00000001068,,ENSG00000118518,RNF146,ortholog_one2one,91.6435,91.6435
ENSCAFG00000001612,,ENSG00000137145,DENND4C,ortholog_one2one,91.6286,92.237
ENSCAFG00000012273,,ENSG00000126010,GRPR,ortholog_one2one,91.6244,94.0104
ENSCAFG00000017259,,ENSG00000102158,MAGT1,ortholog_one2one,91.6216,92.3706
ENSCAFG00000028821,,ENSG00000107789,MINPP1,ortholog_one2one,91.6058,51.54
ENSCAFG00000004823,,ENSG00000165416,SUGT1,ortholog_one2one,91.5916,83.5616
ENSCAFG00000016782,,ENSG00000133256,PDE6B,ortholog_one2one,91.5888,91.8033
ENSCAFG00000000983,,ENSG00000183172,SMDT1,ortholog_one2one,91.5888,91.5888
ENSCAFG00000030931,,ENSG00000128342,LIF,ortholog_one2one,91.5842,91.5842
ENSCAFG00000001488,,ENSG00000112139,MDGA1,ortholog_one2one,91.58,90.5447
ENSCAFG00000016277,,ENSG00000072506,HSD17B10,ortholog_one2one,91.5709,91.5709
ENSCAFG00000013002,,ENSG00000141580,WDR45B,ortholog_one2one,91.5698,91.5698
ENSCAFG00000003219,,ENSG00000198369,SPRED2,ortholog_one2one,91.5691,90.5093
ENSCAFG00000017045,,ENSG00000104915,STX10,ortholog_one2one,91.5663,91.5663
ENSCAFG00000011823,,ENSG00000169184,MN1,ortholog_one2one,91.5525,91.1364
ENSCAFG00000010460,,ENSG00000107954,NEURL1,ortholog_one2one,91.5517,92.5087
ENSCAFG00000015255,,ENSG00000151812,SLC35F4,ortholog_one2one,91.5464,85.2207
ENSCAFG00000009000,,ENSG00000101442,ACTR5,ortholog_one2one,91.5447,92.7512
ENSCAFG00000012912,,ENSG00000089876,DHX32,ortholog_one2one,91.5436,91.79
ENSCAFG00000018484,,ENSG00000101892,ATP1B4,ortholog_one2one,91.5301,93.8375
ENSCAFG00000009515,,ENSG00000014919,COX15,ortholog_one2one,91.5254,92.1951
ENSCAFG00000012361,,ENSG00000100325,ASCC2,ortholog_one2one,91.5232,91.2814
ENSCAFG00000003085,,ENSG00000118432,CNR1,ortholog_one2one,91.5152,95.9746
ENSCAFG00000001842,,ENSG00000146215,CRIP3,ortholog_one2one,91.5094,89.4009
ENSCAFG00000003271,,ENSG00000163217,BMP10,ortholog_one2one,91.5094,91.5094
ENSCAFG00000012274,,ENSG00000122873,CISD1,ortholog_one2one,91.5094,89.8148
ENSCAFG00000016145,,ENSG00000109790,KLHL5,ortholog_one2one,91.5082,95.3765
ENSCAFG00000006374,,ENSG00000088854,DNAAF9,ortholog_one2one,91.5038,91.5038
ENSCAFG00000005618,,ENSG00000183760,ACP7,ortholog_one2one,91.4943,90.8676
ENSCAFG00000017906,,ENSG00000140105,WARS1,ortholog_one2one,91.4938,93.6306
ENSCAFG00000016864,,ENSG00000156030,MIDEAS,ortholog_one2one,91.4932,91.9927
ENSCAFG00000013521,,ENSG00000101868,POLA1,ortholog_one2one,91.4792,91.4169
ENSCAFG00000002049,,ENSG00000198853,RUSC2,ortholog_one2one,91.4683,91.2269
ENSCAFG00000005041,,ENSG00000167601,AXL,ortholog_one2one,91.4676,89.9329
ENSCAFG00000001571,,ENSG00000156564,LRFN2,ortholog_one2one,91.4663,96.4512
ENSCAFG00000019298,,ENSG00000007168,PAFAH1B1,ortholog_one2one,91.4607,95.0935
ENSCAFG00000017992,,ENSG00000080561,MID2,ortholog_one2one,91.4586,94.6939
ENSCAFG00000000413,,ENSG00000120254,MTHFD1L,ortholog_one2one,91.453,87.4362
ENSCAFG00000014308,,ENSG00000158578,ALAS2,ortholog_one2one,91.4498,83.816
ENSCAFG00000001635,,ENSG00000171843,MLLT3,ortholog_one2one,91.4474,97.8873
ENSCAFG00000006231,,ENSG00000133083,DCLK1,ortholog_one2one,91.4474,93.9189
ENSCAFG00000003942,,ENSG00000009413,REV3L,ortholog_one2one,91.4451,91.1821
ENSCAFG00000015503,,ENSG00000072195,SPEG,ortholog_one2one,91.4425,91.5825
ENSCAFG00000010210,,ENSG00000138107,ACTR1A,ortholog_one2one,91.4358,96.5426
ENSCAFG00000013475,,ENSG00000148634,HERC4,ortholog_one2one,91.4339,92.9044
ENSCAFG00000000073,,ENSG00000141664,ZCCHC2,ortholog_one2one,91.4319,66.129
ENSCAFG00000041938,,ENSG00000285025,MIURF,ortholog_one2one,91.4286,91.4286
ENSCAFG00000024559,,ENSG00000233493,TMEM238,ortholog_one2one,91.4286,90.9091
ENSCAFG00000006660,,ENSG00000139514,SLC7A1,ortholog_one2one,91.4149,91.4149
ENSCAFG00000001154,,ENSG00000196588,MRTFA,ortholog_one2one,91.4146,90.8826
ENSCAFG00000020098,,ENSG00000167103,PIP5KL1,ortholog_one2one,91.4141,91.8782
ENSCAFG00000001381,,ENSG00000147854,UHRF2,ortholog_one2one,91.4072,91.5212
ENSCAFG00000004608,,ENSG00000104853,CLPTM1,ortholog_one2one,91.3963,96.861
ENSCAFG00000006764,,ENSG00000227345,PARG,ortholog_one2one,91.3934,91.3934
ENSCAFG00000002223,,ENSG00000170485,NPAS2,ortholog_one2one,91.3815,87.5
ENSCAFG00000001834,,ENSG00000112659,CUL9,ortholog_one2one,91.3595,91.5773
ENSCAFG00000023746,,ENSG00000083544,TDRD3,ortholog_one2one,91.358,79.5699
ENSCAFG00000031979,,ENSG00000185532,PRKG1,ortholog_one2one,91.3562,89.3586
ENSCAFG00000015581,,ENSG00000148584,A1CF,ortholog_one2one,91.3559,89.5349
ENSCAFG00000004902,,ENSG00000139734,DIAPH3,ortholog_one2one,91.3518,91.1987
ENSCAFG00000000652,,ENSG00000130338,TULP4,ortholog_one2one,91.3437,91.6397
ENSCAFG00000012783,,ENSG00000188158,NHS,ortholog_one2one,91.3391,90.0666
ENSCAFG00000018034,,ENSG00000101890,GUCY2F,ortholog_one2one,91.3357,91.3357
ENSCAFG00000002844,,ENSG00000105370,LIM2,ortholog_one2one,91.3295,73.4884
ENSCAFG00000018417,,ENSG00000179364,PACS2,ortholog_one2one,91.3288,89.7124
ENSCAFG00000000915,,ENSG00000185002,RFX6,ortholog_one2one,91.3232,90.7328
ENSCAFG00000018905,,ENSG00000173275,ZNF449,ortholog_one2one,91.3127,91.3127
ENSCAFG00000016615,,ENSG00000037757,MRI1,ortholog_one2one,91.3043,91.0569
ENSCAFG00000014821,,ENSG00000130988,RGN,ortholog_one2one,91.3043,91.3043
ENSCAFG00000014597,,ENSG00000138448,ITGAV,ortholog_one2one,91.2875,89.9809
ENSCAFG00000019440,,ENSG00000169057,MECP2,ortholog_one2one,91.2871,92.5703
ENSCAFG00000045969,,ENSG00000147117,ZNF157,ortholog_one2one,91.2871,91.1067
ENSCAFG00000003072,,ENSG00000146282,RARS2,ortholog_one2one,91.2821,92.3875
ENSCAFG00000023297,,ENSG00000105146,AURKC,ortholog_one2one,91.2727,81.2298
ENSCAFG00000016876,,ENSG00000119725,ZNF410,ortholog_one2one,91.2698,89.1473
ENSCAFG00000007224,,ENSG00000148680,HTR7,ortholog_one2one,91.2664,87.2651
ENSCAFG00000013072,,ENSG00000101150,TPD52L2,ortholog_one2one,91.2664,91.2664
ENSCAFG00000003156,,ENSG00000105357,MYH14,ortholog_one2one,91.2645,92.8782
ENSCAFG00000019222,,ENSG00000105325,FZR1,ortholog_one2one,91.2621,94.7581
ENSCAFG00000010826,,ENSG00000115524,SF3B1,ortholog_one2one,91.2526,100.0
ENSCAFG00000028851,,ENSG00000163449,TMEM169,ortholog_one2one,91.2458,91.2458
ENSCAFG00000012420,,ENSG00000100330,MTMR3,ortholog_one2one,91.2429,80.8848
ENSCAFG00000009082,,ENSG00000124181,PLCG1,ortholog_one2one,91.242,88.7684
ENSCAFG00000029200,,ENSG00000273802,H2BC8,ortholog_one2one,91.2409,99.2064
ENSCAFG00000042671,,ENSG00000196383,OR4Q2,ortholog_one2one,91.2338,91.5309
ENSCAFG00000002206,,ENSG00000204634,TBC1D8,ortholog_one2one,91.2281,90.0433
ENSCAFG00000014027,,ENSG00000115365,LANCL1,ortholog_one2one,91.2281,91.2281
ENSCAFG00000007158,,ENSG00000152779,SLC16A12,ortholog_one2one,91.2245,86.6279
ENSCAFG00000020032,,ENSG00000198917,SPOUT1,ortholog_one2one,91.2234,91.2234
ENSCAFG00000014292,,ENSG00000100490,CDKL1,ortholog_one2one,91.2181,89.9441
ENSCAFG00000019414,,ENSG00000104897,SF3A2,ortholog_one2one,91.2134,93.9655
ENSCAFG00000002774,,ENSG00000148143,ZNF462,ortholog_one2one,91.2062,93.5355
ENSCAFG00000006733,,ENSG00000152520,PAN3,ortholog_one2one,91.2042,98.1962
ENSCAFG00000002862,,ENSG00000005700,IBTK,ortholog_one2one,91.1982,91.1308
ENSCAFG00000004827,,ENSG00000181192,DHTKD1,ortholog_one2one,91.1957,91.2949
ENSCAFG00000019694,,ENSG00000160360,GPSM1,ortholog_one2one,91.1932,90.8062
ENSCAFG00000011408,,ENSG00000124201,ZNFX1,ortholog_one2one,91.1887,91.1887
ENSCAFG00000012620,,ENSG00000086712,TXLNG,ortholog_one2one,91.1877,90.1515
ENSCAFG00000002322,,ENSG00000137251,TINAG,ortholog_one2one,91.1765,91.1765
ENSCAFG00000009707,,ENSG00000166135,HIF1AN,ortholog_one2one,91.1528,97.4212
ENSCAFG00000017419,,ENSG00000126733,DACH2,ortholog_one2one,91.1519,91.1519
ENSCAFG00000005032,,ENSG00000083535,PIBF1,ortholog_one2one,91.1493,91.1493
ENSCAFG00000011602,,ENSG00000125363,AMELX,ortholog_one2one,91.1458,85.3659
ENSCAFG00000004656,,ENSG00000077943,ITGA8,ortholog_one2one,91.138,85.1364
ENSCAFG00000013429,,ENSG00000170178,HOXD12,ortholog_one2one,91.1111,91.1111
ENSCAFG00000009464,,ENSG00000136536,MARCHF7,ortholog_one2one,91.1017,91.6193
ENSCAFG00000013287,,ENSG00000141639,MAPK4,ortholog_one2one,91.0924,92.3339
ENSCAFG00000013261,,ENSG00000203880,PCMTD2,ortholog_one2one,91.0863,90.5817
ENSCAFG00000001917,,ENSG00000198515,CNGA1,ortholog_one2one,91.0791,92.2741
ENSCAFG00000009809,,ENSG00000112137,PHACTR1,ortholog_one2one,91.0494,97.0395
ENSCAFG00000019991,,ENSG00000119383,PTPA,ortholog_one2one,91.0405,87.9888
ENSCAFG00000015284,,ENSG00000185651,UBE2L3,ortholog_one2one,91.0377,91.0377
ENSCAFG00000031296,,ENSG00000198440,ZNF583,ortholog_one2one,91.0369,91.0369
ENSCAFG00000010455,,ENSG00000183128,CALHM3,ortholog_one2one,91.0145,91.2791
ENSCAFG00000001786,,ENSG00000122729,ACO1,ortholog_one2one,91.01,92.2385
ENSCAFG00000011513,,ENSG00000099204,ABLIM1,ortholog_one2one,91.0072,91.0072
